nct_id,intervention_seq,intervention_type,intervention_name,description
NCT02412631,1,DRUG,lorcaserin,lorcaserin is an FDA-approved weight loss medication for overweight and obese patients
NCT02412631,2,DRUG,Varenicline,Chantix is an FDA approved medication for smoking cessation
NCT02412631,3,DRUG,Placebo,Placebo for lorcaserin
NCT01353066,1,DRUG,Intensive Medical Treatment,
NCT01353066,2,OTHER,IMM+Roux-en-Y Gastric Bypass (RYGBP),
NCT02183935,1,DEVICE,Duodena-jejunal liner,
NCT00029835,1,DRUG,Rimonabant (SR141716),
NCT00868543,1,PROCEDURE,laparoscopic gastric Roux-en-Y gastric bypass,"The fundus is separated by linear cutter. The intestine is opened approximately 75 cm from the ligament of Treitz and approached to the stomach. The gastrojejunostomy is performed in antecolic position The jejunum has to be in an antimesenteric position. After removing the endocutter, the anastomotic incision is closed with a continuous suture. The distance between the gastrojejunostomy and jejunojejunostomy was measured on the antimesenteric border with the bowel on a stretch. The jejunojejunostomy is performed in 150cm distance from gastrojejunostomy. The anastomosis is made by a posterior staple line and an anterior suture line. Preparation of a small window for the endocutter branches into the jejunal mesenterium 2-3 cm proximal to the gastrojejunostomy and above the entero-intestinal anastomosis."
NCT00868543,2,PROCEDURE,laparoscopic gastric Roux-en-Y gastric bypass,"The fundus is separated by linear cutter. The intestine is opened approximately 75 cm from the ligament of Treitz and approached to the stomach. The gastrojejunostomy is performed in antecolic position The jejunum has to be in an antimesenteric position. After removing the endocutter, the anastomotic incision is closed with a continuous suture. The distance between the gastrojejunostomy and jejunojejunostomy was measured on the antimesenteric border with the bowel on a stretch. The jejunojejunostomy is performed in 250cm distance from gastrojejunostomy. The anastomosis is made by a posterior staple line and an anterior suture line. Preparation of a small window for the endocutter branches into the jejunal mesenterium 2-3 cm proximal to the gastrojejunostomy and above the entero-intestinal anastomosis."
NCT04651218,1,BEHAVIORAL,exericse,participants perform aerobic exercise until they expend 500 kcal
NCT00545805,1,PROCEDURE,Roux-en-Y Gastric Bypass plus total omentectomy,Roux-en-Y Gastric Bypass plus total omentectomy
NCT00545805,2,PROCEDURE,Roux-en-Y Gastric Bypass,Roux-en-Y Gastric Bypass without omentectomy
NCT06597474,1,BEHAVIORAL,Food-Body-Mind,"The Food-Body-Mind intervention includes 3 main components: 1) a school-based mindfulness component delivered by daycare teachers to equip preschoolers with knowledge and skills in mindful eating and movement (e.g., yoga, deep breathing exercises) to reduce emotional eating and increase F/V intake and physical activity; 2) a home-based mindfulness component to increase caregivers' skills in practicing mindful eating, movement, and parenting behaviors at home to foster a more positive, mindful, and healthy home environment; and 3) a preschooler school learning and caregiver home practice connection component to improve caregiver-preschooler relationships."
NCT07571109,1,DRUG,NNC0487-0111,"NNC0487-0111 will be administered subcutaneously using PDS290 pre-filled pen-injectors to one of the body parts: thigh, abdomen or upper arm."
NCT07571109,2,DRUG,Placebo (matched to NNC0487-0111),"Placebo matched to NNC0487-0111 will be administered subcutaneously using PDS290 pre-filled pen-injectors to one of the body parts: thigh, abdomen or upper arm."
NCT01833507,1,BEHAVIORAL,Self-Exercise,Behavioral Goal Setting
NCT01833507,2,BEHAVIORAL,Usual Care,Participants will have full access to all of the educational materials which are available to all Mayo Clinic patients in literature racks in the individual clinics. Participants will subsequently be given entry into the active intervention at the 2-month check.
NCT07720271,1,DRUG,zenagamtide,zenagamtide will be taken orally.
NCT07720271,2,DRUG,Placebo,Placebo matched to zenagamtide will be taken orally.
NCT03454711,1,DEVICE,fMRI,Brain MRI
NCT03454711,2,DEVICE,Indirect calorimetry,Resting energy expenditure
NCT03454711,3,DEVICE,Bioimpedance,Measurement of body composition
NCT03454711,4,BIOLOGICAL,"Lipid profile, glucose, HBA1c, metabolomic analysis",Blood sample
NCT03454711,5,BEHAVIORAL,"YFAS questionnaire, Binge Eating Scale, Hospital Anxiety and Depression (HAD) scale, hedonic evaluation test (liking)",Questionnaires to characterize eating habits and depression
NCT02921217,1,DIETARY_SUPPLEMENT,Active Probiotic,"Product 1: 200 mg maltodextrin and 100 mg of active Bifidobacterium animalis subsp. lactis BPL1 (CECT 8145) (1011 CFU/g),"
NCT02921217,2,DIETARY_SUPPLEMENT,Inactivated probiotic,"Product 1: 200 mg maltodextrin and 100 mg of Bifidobacterium animalis subsp. lactis BPL1 (CECT 8145) inactivated by heat (1011 CFU/g),"
NCT02921217,3,DIETARY_SUPPLEMENT,Control,Placebo: 300 mg maltodextrin.
NCT07501832,1,DRUG,GZR18 injection,subcutaneous administration
NCT07501832,2,DRUG,Placebo,subcutaneous administration
NCT03480022,1,DRUG,Liraglutide Pen Injector [Saxenda],daily sc injection of liraglutide with final dose of 3mg daily
NCT03480022,2,DRUG,Placebo Liraglutide Pen Injector,daily sc injection of placebo liraglutide with final dose of 3mg daily of placebo
NCT07220642,1,DRUG,Cagrilintide,Cagrilintide will be administered subcutaneously with a pen-injector as an adjunt to lifestyle intervention counselling.
NCT07220642,2,DRUG,Placebo,Placebo matched to cagrilintide will be administered subcutaneously with a pen-injector as an adjunt to lifestyle intervention counselling.
NCT00459056,1,DRUG,Carvedilol CR + Lisinopril,"Participants were given Carvedilol CR + Lisinopril for three months. Oral medication. Carvedilol CR and Lisinopril combination therapy was initiated at 20 mg and 10 mg, respectively. Patients returned one week later and doses of carvedilol CR and lisinopril were increased to 40 mg and 20 mg, respectively, depending on blood pressure."
NCT00459056,2,DRUG,Lisinopril + HCTZ,"Participants were given Lisinopril + HCTZ for three months. Oral medication. Lisinopril + HCTZ combination therapy was initiated at 12.5 mg and 10 mg, respectively. Patients returned 1 week later and doses of hydrochlorothiazide and lisinopril were increased to 25 mg and 20 mg, respectively, depending on blood pressure levels."
NCT01120873,1,DRUG,Metamin 3D,"Metamin 3D is composed by red yeast rice, bitter gourd, chlorella, soy peptide and licorice extract is a commercial product designed by Uni-President enterprises corp in Taiwan"
NCT05813795,1,DRUG,Ecnoglutide Low Dosage,Subcutaneous Injection
NCT05813795,2,DRUG,Ecnoglutide Medium Dosage,Subcutaneous Injection
NCT05813795,3,DRUG,Ecnoglutide High Dosage,Subcutaneous Injection
NCT05813795,4,DRUG,Placebo,Subcutaneous Injection with matched volume
NCT00398359,1,BEHAVIORAL,Motivational Interviewing (physicians),Identifying and referring children with BMI \>93%.
NCT00398359,2,BEHAVIORAL,Behavior Modification (families),Group meetings and individual family meetings based on behavior modification for healthy lifestyle changes.
NCT03919929,1,DRUG,Semaglutide 3mg and 7mg [Rybelsus],Once daily oral tablet of semaglutide for 4 months
NCT03919929,2,OTHER,Weight loss diet,Prescribed weight loss diet to match weight loss in Drug arm
NCT05929079,1,DRUG,Retatrutide,Administered SC
NCT05929079,2,DRUG,Placebo,Administered SC
NCT05087342,1,DRUG,Semaglutide 2.4mg,"The intervention drug, semaglutide 2.4mg will be given to the Intervention Group per the schedule outlined in the armed description."
NCT05087342,2,DRUG,Placebo,A placebo will be given to the control group per the schedule outlined in the armed description.
NCT00474630,1,DRUG,Naltrexone SR 32 mg/bupropion SR 360 mg/ day,
NCT00474630,2,DRUG,Placebo,
NCT00474630,3,BEHAVIORAL,Ancillary therapy,"Ancillary therapy consisting of diet instruction, advice on behavior modification, and exercise counseling"
NCT00603902,1,DRUG,Lorcaserin 10 mg once daily (QD),Lorcaserin 10 mg tablet each morning and placebo tablet each evening for a duration of 52 weeks.
NCT00603902,2,DRUG,Lorcaserin 10 mg twice a day (BID),Lorcaserin 10 mg tablet each morning and evening for a duration of 52 weeks.
NCT00603902,3,DRUG,Matching Placebo,Matching placebo tablet each morning and evening for a duration of 52 weeks.
NCT01559194,1,BEHAVIORAL,Low Fat Diet plus exercise,Low fat diet plus exercise - Subjects were educated about a low fat diet plus exercise and then followed for weight loss. They were also asked to monitor their physical activity by wearing a pedometer and recording the total steps walked every day.
NCT01559194,2,BEHAVIORAL,Low Carbohydrate diet + Exercise,Low carbohydrate diet plus exercise: Subjects were educated about a low carbohydrate diet and then followed for weight loss. They were also asked to monitor their physical activity by wearing a pedometer and recording the total steps walked every day.
NCT00389246,1,BEHAVIORAL,Consultation without genetic information,
NCT00389246,2,BEHAVIORAL,Consultation with genetic information,
NCT05567796,1,DRUG,Cagrilintide,Cagrilintide will be administered subcutaneously.
NCT05567796,2,DRUG,Semaglutide,Participants will recieve semaglutide subcutaneously.
NCT05567796,3,DRUG,Placebo cagrilintide,Participants will receive placebo matched to cagrilintide.
NCT05567796,4,DRUG,Placebo semaglutide,Participants will receive placebo matched to semaglutide.
NCT01546727,1,BEHAVIORAL,Behavioral Family Intervention,Three months of weekly treatment delivered via alternating group based clinic visits and individual home visits followed by three months of every other week treatment alternating between clinic and home.
NCT01546727,2,BEHAVIORAL,Motivational Interviewing,"Motivational interviewing will be delivered at the same frequency at the behavioral intervention with 4 in-person visits spaced at the first visit, month 3 and month 5. Phone calls will be conducted weekly during the first 3 months and every other week during months 4 through 6."
NCT07104383,1,DRUG,VK2735,VK2735 is a peptide GLP-1 and GIP dual agonist administered Once Weekly
NCT03116009,1,DRUG,Screening for diabetes with 1-hour GCT and HbA1,"They will receive 50gm oral glucose tolerance test before 20 weeks and if abnormal, they will do the diagnostic test with 100gm OGTT with HbA1C."
NCT03946111,1,DRUG,Naltrexone and Bupropion,Participants randomly assigned to this arm will receive 12 weeks of Naltrexone and Bupropion medication.
NCT03946111,2,OTHER,Placebo,Participants randomly assigned to this arm will receive 12 weeks of an inactive placebo.
NCT04657003,1,DRUG,Tirzepatide,Administered SC
NCT04657003,2,OTHER,Placebo,Administered SC
NCT00325546,1,DRUG,Rimonabant (SR141716),
NCT00325546,2,DRUG,Placebo,
NCT01499485,1,DRUG,Acetazolamide,"Daily morning ABGA:

* If actual bicarbonate \> 26 mmol/L and pH \> 7.35: administration of enteral capsule of acetazolamide 500 mg .
* If actual bicarbonate \> 26 mmol/L and pH \<= 7.35, increase minute ventilation to reach pH \> 7.35 and then administer enteral capsule of acetazolamide 500 mg.
* If actual bicarbonate \<= 26 mmol/L: omit treatment that day."
NCT01499485,2,DRUG,Placebo,"Daily morning ABGA:

* If actual bicarbonate \> 26 mmol/L and pH \> 7.35: administration of enteral capsule of placebo.
* If actual bicarbonate \> 26 mmol/L and pH \<= 7.35, increase minute ventilation to reach pH \> 7.35 and then administer enteral capsule of placebo.
* If actual bicarbonate \<= 26 mmol/L: omit treatment that day."
NCT03153813,1,DRUG,capsaicin 8% patches (Qutenza),
NCT03153813,2,OTHER,Placebo patches,
NCT06937060,1,BIOLOGICAL,semaglutide,"Semaglutide is act as an adjunct to a reduced calorie diet and increase physical activity for chronic weight management in adult with an initial body mass index (BMI) of 30 kg/m2 or greater (obesity) or 27 kg/m2 or greater (overweight) in the presence of at least one weight-related comorbid condition (e.g., hypertension, type 2 diabetes mellitus, or dyslipidemia)"
NCT02373007,1,PROCEDURE,Scopinaro Surgery,Classic Scopinaro Technique is a bariactric surgery that proposes the stomach will be divide in two parts: a proximal part and a distal part for performing horizontal gastrectomy. Differently what will happen in the Modified Scopinaro Surgery that will divide the stomach in two parts: a proximal part and a distal part for performing gastroplasty.
NCT01707732,1,DRUG,Enoxaparin,Administration of Enoxaparin
NCT06972472,1,DRUG,Orforglipron,Administered orally
NCT06972472,2,DRUG,Placebo,Administered orally
NCT03109834,1,DIETARY_SUPPLEMENT,Meal replacement (MR),"MR-WL group followed an energy-restricted diet with a balanced variety of nutrient-dense food of approximately 1200 kcal/d and was advised to replace two meals, i.e. breakfast and dinner, every day with two MR shakes, soups or bars and to prepare their own lunch during 3-month weight loss phase (phase 1).

During 3-month weight stabilization phase (phase 2) MR-S group (MR group during weight stabilization phase) were encouraged to consume a self-directed well-balanced variety of nutrient-dense foods without meal intervention. MR counted to food choice option. The MR-S group was instructed to continue the implemented nutrition advice of weight loss phase.

Duration: 6 months (phase 1 and phase 2: baseline I - 6.month)"
NCT03109834,2,OTHER,Control (C),"During 3-month weight loss phase (phase 1) C-WL group followed an energy-restricted diet with a balanced variety of nutrient-dense food of approximately 1200 kcal/d without MR for weight control.

During 3-month weight stabilization (phase 2) phase C-S group (C group during weight stabilization phase) were encouraged to consume a self-directed well-balanced variety of nutrient-dense foods without meal intervention. MR counted to food choice option. The C-S group was instructed to continue the implemented nutrition advice of weight loss phase.

Duration: 6 months (phase 1 and phase 2: baseline I - 6.month)"
